src,dst,proto,ttl,inbound,srcport,dstport,length,time_delta,time_relative,flags,outbound_pkt_count,inbound_pkt_count,pkt_count_diff,outbound_bytes,inbound_bytes,bytes_diff,outbound_bytes_mean,inbound_bytes_mean,transaction_duration,inbound_avg_interpacket_time,outbound_avg_interpacket_time,connections_from_ip_1_seconds,connections_from_ip_port_1_seconds,connections_from_ip_3_seconds,connections_from_ip_port_3_seconds,connections_acked_percentage,connections_outbound_pkts_to_ip,connections_inbound_pkts_to_ip
10.128.0.4,203.221.42.137,6,64,0,80,23330,0,0.000025393,0.954228942,0x00000012,2,2,0,0,100,-100,0.0,50.0,1.0950582027435303,50.0,0.0,331,4,331,4,0.1532258064516129,372,290
203.221.42.137,10.128.0.4,6,49,1,23158,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009160041809082031,51.0,0,332,1,332,1,0.1532258064516129,372,292
10.128.0.4,203.221.42.137,6,64,0,80,23158,0,0.000029298,0.000029298,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004175424575805664,51.0,0.0,333,2,333,2,0.15240641711229946,374,292
203.221.42.137,10.128.0.4,6,49,1,23156,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0009183883666992188,52.0,0,334,1,334,1,0.15240641711229946,374,294
10.128.0.4,203.221.42.137,6,64,0,80,23156,0,0.000028791,0.000028791,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.005384922027587891,52.0,0.0,335,2,335,2,0.15159574468085107,376,294
203.221.42.137,10.128.0.4,6,49,1,23338,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009043216705322266,50.0,0,336,1,336,1,0.15159574468085107,376,296
10.128.0.4,203.221.42.137,6,64,0,80,23338,0,0.000030978,0.000030978,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.00410914421081543,50.0,0.0,337,2,337,2,0.15079365079365079,378,296
10.128.0.4,203.221.42.137,6,64,0,80,23125,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008759498596191406,0,0.0,338,1,338,1,0.15,380,296
10.128.0.4,203.221.42.137,6,64,0,80,23331,0,1.003808340,1.003834339,0x00000012,2,1,1,0,50,-50,0.0,50.0,1.0896062850952148,50.0,0.0,339,3,339,3,0.14921465968586387,382,296
203.221.42.137,10.128.0.4,6,49,1,23328,80,51,0.195133768,1.225437790,0x00000002,2,2,0,0,102,-102,0.0,51.0,1.3681066036224365,51.0,0.0,340,4,340,4,0.14921465968586387,382,298
10.128.0.4,203.221.42.137,6,64,0,80,23328,0,0.000023753,1.225461543,0x00000012,3,2,1,0,102,-102,0.0,51.0,1.371412754058838,51.0,0.0,341,5,341,5,0.1484375,384,298
203.221.42.137,10.128.0.4,6,49,1,23212,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009229183197021484,51.0,0,342,1,342,1,0.1484375,384,300
10.128.0.4,203.221.42.137,6,64,0,80,23212,0,0.000028513,0.000028513,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004137516021728516,51.0,0.0,343,2,343,2,0.14766839378238342,386,300
203.221.42.137,10.128.0.4,6,49,1,23295,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.001047372817993164,51.0,0,344,1,344,1,0.14766839378238342,386,302
10.128.0.4,203.221.42.137,6,64,0,80,23295,0,0.000023996,0.000023996,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.00426030158996582,51.0,0.0,345,2,345,2,0.14690721649484537,388,302
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.153736567,1.045246283,0x00000010,62,57,5,71876,36,71840,1159.2903225806451,0.631578947368421,1.1598215103149414,0.631578947368421,1159.2903225806451,346,119,346,119,0.14690721649484537,388,304
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000025403,1.045271686,0x00000018,63,57,6,74692,36,74656,1185.5873015873017,0.631578947368421,1.1645891666412354,0.631578947368421,1185.5873015873017,347,120,347,120,0.14871794871794872,390,304
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008171,1.045279857,0x00000010,63,58,5,74692,36,74656,1185.5873015873017,0.6206896551724138,1.1680400371551514,0.6206896551724138,1185.5873015873017,348,121,348,121,0.14871794871794872,390,306
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000005011,1.045284868,0x00000018,64,58,6,77508,36,77472,1211.0625,0.6206896551724138,1.1729905605316162,0.6206896551724138,1211.0625,349,122,349,122,0.15051020408163265,392,306
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004624,1.045289492,0x00000010,64,59,5,77508,36,77472,1211.0625,0.6101694915254238,1.1764039993286133,0.6101694915254238,1211.0625,350,123,350,123,0.15051020408163265,392,308
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003478,1.045292970,0x00000010,64,60,4,77508,36,77472,1211.0625,0.6,1.179701566696167,0.6,1211.0625,351,124,351,124,0.15051020408163265,392,310
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000067564,1.045360534,0x00000018,65,60,5,80324,36,80288,1235.753846153846,0.6,1.1843020915985107,0.6,1235.753846153846,352,125,352,125,0.15228426395939088,394,310
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.001918540,1.047279074,0x00000010,66,60,6,81732,36,81696,1238.3636363636363,0.6,1.1878225803375244,0.6,1238.3636363636363,353,126,353,126,0.15151515151515152,396,310
10.128.0.4,203.221.42.137,6,64,0,80,23327,0,1.012181024,1.012206617,0x00000012,2,1,1,0,51,-51,0.0,51.0,1.1235110759735107,51.0,0.0,354,3,354,3,0.1507537688442211,398,310
10.128.0.4,203.221.42.137,6,64,0,80,23206,0,1.023492600,1.128116408,0x00000012,3,2,1,0,101,-101,0.0,50.5,1.3418455123901367,50.5,0.0,355,5,355,5,0.15,400,310
10.128.0.4,203.221.42.137,6,64,0,80,23268,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0009267330169677734,0,0.0,356,1,356,1,0.14925373134328357,402,310
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.006631778,1.053910852,0x00000010,66,61,5,81732,36,81696,1238.3636363636363,0.5901639344262295,1.203359603881836,0.5901639344262295,1238.3636363636363,357,127,357,127,0.14925373134328357,402,312
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000021479,1.053932331,0x00000018,67,61,6,84548,36,84512,1261.910447761194,0.5901639344262295,1.2079658508300781,0.5901639344262295,1261.910447761194,358,128,358,128,0.15099009900990099,404,312
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008038,1.053940369,0x00000010,67,62,5,84548,36,84512,1261.910447761194,0.5806451612903226,1.2115190029144287,0.5806451612903226,1261.910447761194,359,129,359,129,0.15099009900990099,404,314
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.002825098,1.056765467,0x00000010,68,62,6,85956,36,85920,1264.0588235294117,0.5806451612903226,1.215111494064331,0.5806451612903226,1264.0588235294117,360,130,360,130,0.15024630541871922,406,314
203.221.42.137,10.128.0.4,6,49,1,23273,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009639263153076172,51.0,0,361,1,361,1,0.15024630541871922,406,316
10.128.0.4,203.221.42.137,6,64,0,80,23273,0,0.000013654,0.000013654,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.004286527633666992,51.0,0.0,362,2,362,2,0.14950980392156862,408,316
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001304747,1.058070214,0x00000010,68,63,5,85956,36,85920,1264.0588235294117,0.5714285714285714,1.2269978523254395,0.5714285714285714,1264.0588235294117,363,131,363,131,0.14950980392156862,408,318
10.128.0.4,203.221.42.137,6,64,0,22,60965,1452,0.000012669,1.058082883,0x00000018,69,63,6,87408,36,87372,1266.7826086956522,0.5714285714285714,1.2316136360168457,0.5714285714285714,1266.7826086956522,364,132,364,132,0.15121951219512195,410,318
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005200,1.058088083,0x00000010,69,64,5,87408,36,87372,1266.7826086956522,0.5625,1.2351088523864746,0.5625,1266.7826086956522,365,133,365,133,0.15121951219512195,410,320
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003705,1.058091788,0x00000010,69,65,4,87408,36,87372,1266.7826086956522,0.5538461538461539,1.238518238067627,0.5538461538461539,1266.7826086956522,366,134,366,134,0.15121951219512195,410,322
10.128.0.4,203.221.42.137,6,64,0,22,60965,260,0.000899952,1.058991740,0x00000018,70,65,5,87668,36,87632,1252.4,0.5538461538461539,1.2421050071716309,0.5538461538461539,1252.4,367,135,367,135,0.1529126213592233,412,322
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001440858,1.060432598,0x00000018,71,65,6,87728,36,87692,1235.605633802817,0.5538461538461539,1.2467477321624756,0.5538461538461539,1235.605633802817,368,136,368,136,0.15458937198067632,414,322
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.001265873,1.061698471,0x00000018,72,65,7,87780,36,87744,1219.1666666666667,0.5538461538461539,1.2502624988555908,0.5538461538461539,1219.166666666667,369,137,369,137,0.15625,416,322
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001392273,1.063090744,0x00000010,72,66,6,87780,36,87744,1219.1666666666667,0.5454545454545454,1.2537741661071777,0.5454545454545454,1219.166666666667,370,138,370,138,0.15625,416,324
10.128.0.4,203.221.42.137,6,64,0,22,60965,260,0.000015646,1.063106390,0x00000018,73,66,7,88040,36,88004,1206.027397260274,0.5454545454545454,1.2571227550506592,0.5454545454545454,1206.0273972602745,371,139,371,139,0.15789473684210525,418,324
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000005579,1.063111969,0x00000010,73,67,6,88040,36,88004,1206.027397260274,0.5373134328358209,1.2619237899780273,0.5373134328358209,1206.0273972602745,372,140,372,140,0.15789473684210525,418,326
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003872,1.063115841,0x00000010,73,68,5,88040,36,88004,1206.027397260274,0.5294117647058824,1.2653698921203613,0.5294117647058824,1206.0273972602745,373,141,373,141,0.15789473684210525,418,328
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001268808,1.064384649,0x00000018,74,68,6,88100,36,88064,1190.5405405405406,0.5294117647058824,1.2687098979949951,0.5294117647058824,1190.540540540541,374,142,374,142,0.1595238095238095,420,328
10.128.0.4,203.221.42.137,6,64,0,22,60965,260,0.001843249,1.066227898,0x00000018,75,68,7,88360,36,88324,1178.1333333333334,0.5294117647058824,1.272146463394165,0.5294117647058824,1178.133333333334,375,143,375,143,0.16113744075829384,422,328
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.001262939,1.067490837,0x00000010,75,69,6,88360,36,88324,1178.1333333333334,0.5217391304347826,1.276932716369629,0.5217391304347826,1178.133333333334,376,144,376,144,0.16113744075829384,422,330
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000038853,1.067529690,0x00000018,76,69,7,88420,36,88384,1163.421052631579,0.5217391304347826,1.2803564071655273,0.5217391304347826,1163.4210526315794,377,145,377,145,0.16273584905660377,424,330
10.128.0.4,203.221.42.137,6,64,0,22,60965,52,0.001177594,1.068707284,0x00000018,77,69,8,88472,36,88436,1148.987012987013,0.5217391304347826,1.2838623523712158,0.5217391304347826,1148.9870129870133,378,146,378,146,0.1643192488262911,426,330
203.221.42.137,10.128.0.4,6,49,1,23169,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009062290191650391,51.0,0,379,1,379,1,0.1643192488262911,426,332
10.128.0.4,203.221.42.137,6,64,0,80,23169,0,0.000024443,0.000024443,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.005460023880004883,51.0,0.0,380,2,380,2,0.16355140186915887,428,332
203.221.42.137,10.128.0.4,6,49,1,23168,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.0009102821350097656,50.0,0,381,1,381,1,0.16355140186915887,428,334
10.128.0.4,203.221.42.137,6,64,0,80,23168,0,0.000016822,0.000016822,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004118919372558594,50.0,0.0,382,2,382,2,0.16279069767441862,430,334
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.020048789,1.088756073,0x00000010,77,70,7,88472,36,88436,1148.987012987013,0.5142857142857142,1.3026747703552246,0.5142857142857142,1148.9870129870133,383,147,383,147,0.16279069767441862,430,336
10.128.0.4,203.221.42.137,6,64,0,22,60965,1696,0.000018518,1.088774591,0x00000018,78,70,8,90168,36,90132,1156.0,0.5142857142857142,1.307387113571167,0.5142857142857142,1156.0000000000002,384,148,384,148,0.16435185185185186,432,336
203.221.42.137,10.128.0.4,6,49,1,23232,80,50,0.000000000,0.000000000,0x00000002,0,1,-1,0,50,-50,0,50.0,0.000896453857421875,50.0,0,385,1,385,1,0.16435185185185186,432,338
10.128.0.4,203.221.42.137,6,64,0,80,23232,0,0.000018524,0.000018524,0x00000012,1,1,0,0,50,-50,0.0,50.0,0.004174947738647461,50.0,0.0,386,2,386,2,0.16359447004608296,434,338
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.009170811,1.097945402,0x00000010,78,71,7,90168,36,90132,1156.0,0.5070422535211268,1.3178417682647705,0.5070422535211268,1156.0000000000002,387,149,387,149,0.16359447004608296,434,340
10.128.0.4,203.221.42.137,6,64,0,22,60965,952,0.000017325,1.097962727,0x00000018,79,71,8,91120,36,91084,1153.4177215189873,0.5070422535211268,1.322389841079712,0.5070422535211268,1153.4177215189875,388,150,388,150,0.1651376146788991,436,340
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000007405,1.097970132,0x00000010,79,72,7,91120,36,91084,1153.4177215189873,0.5,1.3258583545684814,0.5,1153.4177215189875,389,151,389,151,0.1651376146788991,436,342
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.000227646,1.098197778,0x00000018,80,72,8,91180,36,91144,1139.75,0.5,1.3292248249053955,0.5,1139.7500000000002,390,152,390,152,0.16666666666666666,438,342
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004016158,1.102213936,0x00000010,80,73,7,91180,36,91144,1139.75,0.4931506849315068,1.3337321281433105,0.4931506849315068,1139.7500000000002,391,153,391,153,0.16666666666666666,438,344
10.128.0.4,203.221.42.137,6,64,0,22,60965,304,0.000016177,1.102230113,0x00000018,81,73,8,91484,36,91448,1129.432098765432,0.4931506849315068,1.3372209072113037,0.4931506849315068,1129.4320987654323,392,154,392,154,0.16818181818181818,440,344
203.221.42.137,10.128.0.4,6,49,1,23143,80,50,1.039755096,1.262002543,0x00000002,1,3,-2,0,150,-150,0.0,50.0,1.5448484420776367,50.0,0.0,393,4,393,4,0.16818181818181818,440,346
10.128.0.4,203.221.42.137,6,64,0,80,23143,0,0.000017158,1.262019701,0x00000012,2,3,-1,0,150,-150,0.0,50.0,1.5481514930725098,50.0,0.0,394,5,394,5,0.167420814479638,442,346
203.221.42.137,10.128.0.4,6,49,1,23266,80,52,0.518219935,0.518219935,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.7380530834197998,52.0,0.0,395,2,395,2,0.167420814479638,442,348
10.128.0.4,203.221.42.137,6,64,0,80,23266,0,0.000027851,0.518247786,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.7415566444396973,52.0,0.0,396,3,396,3,0.16666666666666666,444,348
203.221.42.137,10.128.0.4,6,49,1,23153,80,52,0.000000000,0.000000000,0x00000002,0,1,-1,0,52,-52,0,52.0,0.0008895397186279297,52.0,0,397,1,397,1,0.16666666666666666,444,350
10.128.0.4,203.221.42.137,6,64,0,80,23153,0,0.000035226,0.000035226,0x00000012,1,1,0,0,52,-52,0.0,52.0,0.004050731658935547,52.0,0.0,398,2,398,2,0.16591928251121077,446,350
10.128.0.4,203.221.42.137,6,64,0,80,23172,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008540153503417969,0,0.0,399,1,399,1,0.16517857142857142,448,350
10.128.0.4,203.221.42.137,6,64,0,80,23091,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008935928344726562,0,0.0,400,1,400,1,0.16444444444444445,450,350
203.221.42.137,10.128.0.4,6,49,1,23221,80,51,1.204865144,1.204893001,0x00000002,1,2,-1,0,101,-101,0.0,50.5,1.5017311573028564,50.5,0.0,401,3,401,3,0.16444444444444445,450,352
10.128.0.4,203.221.42.137,6,64,0,80,23221,0,0.000029212,1.204922213,0x00000012,2,2,0,0,101,-101,0.0,50.5,1.505136251449585,50.5,0.0,402,4,402,4,0.16371681415929204,452,352
203.221.42.137,10.128.0.4,6,49,1,23126,80,50,0.694871820,0.694871820,0x00000002,1,1,0,0,50,-50,0.0,50.0,0.8494963645935059,50.0,0.0,403,2,403,2,0.16371681415929204,452,354
10.128.0.4,203.221.42.137,6,64,0,80,23126,0,0.000028125,0.694899945,0x00000012,2,1,1,0,50,-50,0.0,50.0,0.8540558815002441,50.0,0.0,404,3,404,3,0.16299559471365638,454,354
10.128.0.4,203.221.42.137,6,64,0,80,23115,0,1.011139411,1.011164045,0x00000012,2,1,1,0,50,-50,0.0,50.0,1.2431938648223877,50.0,0.0,405,3,405,3,0.16228070175438597,456,354
10.128.0.4,203.221.42.137,6,64,0,80,23241,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.000957489013671875,0,0.0,406,1,406,1,0.1615720524017467,458,354
10.128.0.4,203.221.42.137,6,64,0,80,23171,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.000896453857421875,0,0.0,407,1,407,1,0.1608695652173913,460,354
203.221.42.137,10.128.0.4,6,49,1,23210,80,50,0.530458866,0.530498277,0x00000002,1,2,-1,0,100,-100,0.0,50.0,0.6421647071838379,50.0,0.0,408,3,408,3,0.1608695652173913,460,356
10.128.0.4,203.221.42.137,6,64,0,80,23210,0,0.000025594,0.530523871,0x00000012,2,2,0,0,100,-100,0.0,50.0,0.6456429958343506,50.0,0.0,409,4,409,4,0.16017316017316016,462,356
203.221.42.137,10.128.0.4,6,49,1,23264,80,51,0.000000000,0.000000000,0x00000002,0,1,-1,0,51,-51,0,51.0,0.0009415149688720703,51.0,0,410,1,410,1,0.16017316017316016,462,358
10.128.0.4,203.221.42.137,6,64,0,80,23264,0,0.000026958,0.000026958,0x00000012,1,1,0,0,51,-51,0.0,51.0,0.0041046142578125,51.0,0.0,411,2,411,2,0.15948275862068967,464,358
203.221.42.137,10.128.0.4,6,49,1,23266,80,50,0.093976082,0.612223868,0x00000002,2,2,0,0,102,-102,0.0,51.0,0.8023641109466553,51.0,0.0,412,4,412,4,0.15948275862068967,464,360
203.221.42.137,10.128.0.4,6,49,1,23264,80,50,0.031729572,0.031756530,0x00000002,1,2,-1,0,101,-101,0.0,50.5,0.012420654296875,50.5,0.0,413,3,413,3,0.15948275862068967,464,362
10.128.0.4,203.221.42.137,6,64,0,80,23264,0,0.000024071,0.031780601,0x00000012,2,2,0,0,101,-101,0.0,50.5,0.015780925750732422,50.5,0.0,414,4,414,4,0.15879828326180256,466,362
203.221.42.137,10.128.0.4,6,49,1,23178,80,52,0.351908960,0.351908960,0x00000002,1,1,0,0,52,-52,0.0,52.0,0.3694899082183838,52.0,0.0,415,2,415,2,0.15879828326180256,466,364
10.128.0.4,203.221.42.137,6,64,0,80,23178,0,0.000030068,0.351939028,0x00000012,2,1,1,0,52,-52,0.0,52.0,0.3727743625640869,52.0,0.0,416,3,416,3,0.1581196581196581,468,364
10.128.0.4,203.221.42.137,6,64,0,80,23151,0,1.022727526,1.022745383,0x00000012,2,1,1,0,50,-50,0.0,50.0,1.2192342281341553,50.0,0.0,417,3,417,3,0.1574468085106383,470,364
10.128.0.4,203.221.42.137,6,64,0,80,23317,0,0.000000000,0.000000000,0x00000012,1,0,1,0,0,0,0.0,0,0.0008795261383056641,0,0.0,418,1,418,1,0.15677966101694915,472,364
10.128.0.4,203.221.42.137,6,64,0,80,23190,0,1.009238479,1.009268061,0x00000012,2,1,1,0,50,-50,0.0,50.0,1.2023019790649414,50.0,0.0,419,3,419,3,0.15611814345991562,474,364
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.151157029,1.253387142,0x00000010,81,74,7,91484,36,91448,1129.432098765432,0.4864864864864865,1.4428250789642334,0.4864864864864865,1129.4320987654323,420,155,420,155,0.15611814345991562,474,366
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000030447,1.253417589,0x00000018,82,74,8,94300,36,94264,1150.0,0.4864864864864865,1.4479098320007324,0.4864864864864865,1150.0000000000002,421,156,421,156,0.15756302521008403,476,366
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008246,1.253425835,0x00000010,82,75,7,94300,36,94264,1150.0,0.48,1.451416254043579,0.48,1150.0000000000002,422,157,422,157,0.15756302521008403,476,368
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000014566,1.253440401,0x00000018,83,75,8,97116,36,97080,1170.0722891566265,0.48,1.4561686515808105,0.48,1170.0722891566268,423,158,423,158,0.1589958158995816,478,368
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.001252822,1.254693223,0x00000010,84,75,9,98524,36,98488,1172.904761904762,0.48,1.4597961902618408,0.48,1172.9047619047622,424,159,424,159,0.15833333333333333,480,368
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.004394894,1.259088117,0x00000010,84,76,8,98524,36,98488,1172.904761904762,0.47368421052631576,1.4649336338043213,0.47368421052631576,1172.9047619047622,425,160,425,160,0.15833333333333333,480,370
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.000025591,1.259113708,0x00000010,85,76,9,99932,36,99896,1175.6705882352942,0.47368421052631576,1.468554973602295,0.47368421052631576,1175.6705882352942,426,161,426,161,0.15767634854771784,482,370
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000007867,1.259121575,0x00000010,85,77,8,99932,36,99896,1175.6705882352942,0.4675324675324675,1.4720685482025146,0.4675324675324675,1175.6705882352942,427,162,427,162,0.15767634854771784,482,372
10.128.0.4,203.221.42.137,6,64,0,22,60965,2816,0.000006028,1.259127603,0x00000018,86,77,9,102748,36,102712,1194.7441860465117,0.4675324675324675,1.4768667221069336,0.4675324675324675,1194.7441860465117,428,163,428,163,0.1590909090909091,484,372
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000020617,1.259148220,0x00000010,86,78,8,102748,36,102712,1194.7441860465117,0.46153846153846156,1.480492115020752,0.46153846153846156,1194.7441860465117,429,164,429,164,0.1590909090909091,484,374
203.221.42.137,10.128.0.4,6,49,1,23310,80,50,0.870146527,1.176197120,0x00000002,1,3,-2,0,152,-152,0.0,50.666666666666664,1.3978931903839111,50.666666666666664,0.0,430,4,430,4,0.1590909090909091,484,376
10.128.0.4,203.221.42.137,6,64,0,80,23310,0,0.000013214,1.176210334,0x00000012,2,3,-1,0,152,-152,0.0,50.666666666666664,1.4029467105865479,50.666666666666664,0.0,431,5,431,5,0.15843621399176955,486,376
10.128.0.4,203.221.42.137,6,64,0,22,60965,1408,0.001598226,1.260746446,0x00000010,87,78,9,104156,36,104120,1197.1954022988505,0.46153846153846156,1.4924461841583252,0.46153846153846156,1197.1954022988505,432,165,432,165,0.15778688524590165,488,376
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.002965080,1.263711526,0x00000010,87,79,8,104156,36,104120,1197.1954022988505,0.45569620253164556,1.4958751201629639,0.45569620253164556,1197.1954022988505,433,166,433,166,0.15778688524590165,488,378
10.128.0.4,203.221.42.137,6,64,0,22,60965,2476,0.000017325,1.263728851,0x00000018,88,79,9,106632,36,106596,1211.7272727272727,0.45569620253164556,1.5004515647888184,0.45569620253164556,1211.7272727272725,434,167,434,167,0.15918367346938775,490,378
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000006588,1.263735439,0x00000010,88,80,8,106632,36,106596,1211.7272727272727,0.45,1.5041158199310303,0.45,1211.7272727272725,435,168,435,168,0.15918367346938775,490,380
203.221.42.137,10.128.0.4,6,49,1,60965,22,36,0.004343203,1.268078642,0x00000018,88,81,7,106632,72,106560,1211.7272727272727,0.8888888888888888,1.507568597793579,0.8888888888888888,1211.7272727272725,436,169,436,169,0.16122448979591836,490,382
10.128.0.4,203.221.42.137,6,64,0,22,60965,380,0.000014908,1.268093550,0x00000018,89,81,8,107012,72,106940,1202.3820224719102,0.8888888888888888,1.5121455192565918,0.8888888888888888,1202.38202247191,437,170,437,170,0.16260162601626016,492,382
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008236,1.268101786,0x00000010,89,82,7,107012,72,106940,1202.3820224719102,0.8780487804878049,1.5156474113464355,0.8780487804878049,1202.38202247191,438,171,438,171,0.16260162601626016,492,384
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000004676,1.268106462,0x00000010,89,83,6,107012,72,106940,1202.3820224719102,0.8674698795180723,1.5190367698669434,0.8674698795180723,1202.38202247191,439,172,439,172,0.16260162601626016,492,386
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000003143,1.268109605,0x00000010,89,84,5,107012,72,106940,1202.3820224719102,0.8571428571428571,1.5224499702453613,0.8571428571428571,1202.38202247191,440,173,440,173,0.16260162601626016,492,388
10.128.0.4,203.221.42.137,6,64,0,22,60965,324,0.001836959,1.269946564,0x00000018,90,84,6,107336,72,107264,1192.6222222222223,0.8571428571428571,1.5271122455596924,0.8571428571428571,1192.622222222222,441,174,441,174,0.16396761133603238,494,388
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.002474917,1.272421481,0x00000018,91,84,7,107396,72,107324,1180.1758241758241,0.8571428571428571,1.5305702686309814,0.8571428571428571,1180.1758241758241,442,175,442,175,0.16532258064516128,496,388
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000223536,1.272645017,0x00000010,91,85,6,107396,72,107324,1180.1758241758241,0.8470588235294118,1.5341451168060303,0.8470588235294118,1180.1758241758241,443,176,443,176,0.16532258064516128,496,390
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000008786,1.272653803,0x00000010,91,86,5,107396,72,107324,1180.1758241758241,0.8372093023255814,1.5374770164489746,0.8372093023255814,1180.1758241758241,444,177,444,177,0.16532258064516128,496,392
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000007134,1.272660937,0x00000010,91,87,4,107396,72,107324,1180.1758241758241,0.8275862068965517,1.5421016216278076,0.8275862068965517,1180.1758241758241,445,178,445,178,0.16532258064516128,496,394
10.128.0.4,203.221.42.137,6,64,0,22,60965,332,0.001916968,1.274577905,0x00000018,92,87,5,107728,72,107656,1170.9565217391305,0.8275862068965517,1.5455455780029297,0.8275862068965517,1170.9565217391305,446,179,446,179,0.16666666666666666,498,394
10.128.0.4,203.221.42.137,6,64,0,80,23332,0,1.025796560,1.025825336,0x00000012,2,1,1,0,50,-50,0.0,50.0,1.3051185607910156,50.0,0.0,447,3,447,3,0.166,500,394
10.128.0.4,203.221.42.137,6,64,0,22,60965,60,0.001743512,1.276321417,0x00000018,93,87,6,107788,72,107716,1159.010752688172,0.8275862068965517,1.5524752140045166,0.8275862068965517,1159.010752688172,448,180,448,180,0.16733067729083664,502,394
203.221.42.137,10.128.0.4,6,49,1,60965,22,0,0.000981726,1.277303143,0x00000010,93,88,5,107788,72,107716,1159.010752688172,0.8181818181818182,1.5571348667144775,0.8181818181818182,1159.010752688172,449,181,449,181,0.16733067729083664,502,396
